,PROCEDIMENTO,RN (alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1100,OSTEOTOMIAS AO NÍVEL DO JOELHO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1101,OSTEOTOMIAS E/OU PSEUDARTROSES - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1102,REALINHAMENTOS DO APARELHO EXTENSOR EM JOELHO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1103,RECONSTRUÇÕES LIGAMENTARES DO PIVOT CENTRAL DE JOELHO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1104,RESSECÇÃO DE OSSO DO PÉ,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1105,REVISÕES DE ARTROPLASTIA TOTAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1106,REVISÕES DE REALINHAMENTOS DO APARELHO EXTENSOR EM JOELHO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1107,REVISÕES DE RECONSTRUÇÕES INTRA-ARTICULARES DE JOELHO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1108,ROTURA DO TENDÃO DE AQUILES - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1109,ROTURA DO TENDÃO DE AQUILES - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1110,TOALETE CIRÚRGICA - CORREÇÃO DE JOELHO FLEXO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1111,TRANSPLANTE AUTÓLOGO EM JOELHO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1112,TRANSPOSIÇÃO DE FÍBULA/TÍBIA,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1113,TRATAMENTO CIRÚRGICO DA ARTRITE SÉPTICA,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1114,TRATAMENTO CIRÚRGICO DA OSTEOCONDRITE DE TORNOZELO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1115,TRATAMENTO CIRÚRGICO DA OSTEOMIELITE,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1116,"TRATAMENTO CIRÚRGICO DA SINDACTILIA SIMPLES, COMPLEXA OU MÚLTIPLA",,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1117,PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1118,TRATAMENTO CIRÚRGICO DE ARTRITE OU OSTEOARTRITE,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1119,TRATAMENTO CIRÚRGICO DE DEFORMIDADES DOS DEDOS,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1120,TRATAMENTO CIRÚRGICO DE EPIFISITES E TENDINITES,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1121,TRATAMENTO CIRÚRGICO DE GIGANTISMO EM PÉ,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1122,"TRATAMENTO CIRÚRGICO DE LESÃO AGUDA DE LIGAMENTO COLATERAL DE JOELHO, ASSOCIADA ALIGAMENTO CRUZADO E MENISCO",,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1123,TRATAMENTO CIRÚRGICO DE LESÕES AGUDAS E/OU LUXAÇÕES DE MENISCOS,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1124,TRATAMENTO CIRÚRGICO DE LESÕES INTRÍNSECAS OU COMPLEXAS DE JOELHO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1125,TRATAMENTO CIRÚRGICO DE LINFEDEMA AO NÍVEL DO PÉ,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1126,"TRATAMENTO CIRÚRGICO DE POLIDACTILIA SIMPLES, COMPLEXA OU MÚLTIPLA",,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1127,TRATAMENTO CIRÚRGICO DO HALLUX VALGUS,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1128,TRATAMENTO CIRÚRGICO DO MAL PERFURANTE PLANTAR,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1129,TRATAMENTO CIRÚRGICO DO PÉ PLANO/PÉ CAVO/COALISÃO TARSAL,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1130,TRATAMENTO CIRÚRGICO DO PÉ TORTO CONGÊNITO COM OU SEM FIXADOR EXTERNO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1131,TRATAMENTO DA RETRAÇÃO CICATRICIAL DOS DEDOS,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1132,ALONGAMENTO,,,,,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1133,BIÓPSIA DE MÚSCULO,,,,AMB,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1134,DESBRIDAMENTO CIRÚRGICO DE FERIDAS OU EXTREMIDADES,,,,,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1135,DESINSERÇÃO OU MIOTOMIA,,,,,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1136,DISSECÇÃO MUSCULAR,,,,,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1137,PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1138,DRENAGEM CIRÚRGICA DO PSOAS,,,,,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1139,FASCIOTOMIA,,,,,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1140,MIORRAFIAS,,,,AMB,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1141,TRANSPOSIÇÃO MUSCULAR,,,,,HCO,HSO,REF,,,MÚSCULOS E FASCIAS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1142,ABERTURA DE BAINHA TENDINOSA - TRATAMENTO CIRÚRGICO,,,,AMB,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1143,ALONGAMENTO DE TENDÕES - TRATAMENTO CRUENTO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1144,"BIÓPSIAS CIRÚRGICAS DE TENDÕES, BURSAS E SINÓVIAS",,,,AMB,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1145,BURSECTOMIA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1146,CISTO SINOVIAL - TRATAMENTO CIRÚRGICO,,,,AMB,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1147,ENCURTAMENTO DE TENDÃO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1148,SÍNDROME DO CANAL CARPIANO - TRATAMENTO CRUENTO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1149,SINOVECTOMIA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1150,TENOARTROPLASTIA PARA OSSOS DO CARPO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1151,TENODESE,,,,AMB,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1152,TENÓLISE NO TÚNEL ÓSTEO FIBROSO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1153,TENÓLISE/TENDONESE - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1154,TENOPLASTIA / ENXERTO DE TENDÃO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1155,TENOPLASTIA DE TENDÃO EM OUTRAS REGIÕES,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1156,TENORRAFIA,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1157,PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1158,TENOSSINOVECTOMIA,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1159,TENOSSINOVITES ESTENOSANTES - TRATAMENTO CIRÚRGICO,,,,AMB,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1160,TENOSSINOVITES INFECCIOSAS - DRENAGEM,,,,AMB,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1161,TENOTOMIA,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1162,TRANSPOSIÇÃO DE TENDÃO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1163,TUMOR ÓSSEO (RESSECÇÃO COM SUBSTITUIÇÃO),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1164,TUMOR ÓSSEO (RESSECÇÃO E ARTRODESE),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1165,TUMOR ÓSSEO (RESSECÇÃO E ENXERTO),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1166,TUMOR ÓSSEO (RESSECÇÃO SEGMENTAR),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1167,TUMOR ÓSSEO (RESSECÇÃO SIMPLES),,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1168,TUMORES DE TENDÃO OU SINOVIAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,"TENDÕES, BURSAS E SINÓVIAS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1169,"COLOCAÇÃO DE ÓRTESE OU PRÓTESE TRAQUEAL, TRAQUEOBRÔNQUICA OU BRÔNQUICA, INCLUSIVE PORVIA ENDOSCÓPICA",,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1170,FECHAMENTO DE FÍSTULA TRÁQUEO-CUTÂNEA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1171,PLASTIA DE TRAQUEOSTOMA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1172,PUNÇÃO TRAQUEAL,,,,AMB,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1173,RESSECÇÃO CARINAL (TRAQUEOBRÔNQUICA),,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1174,RESSECÇÃO DE TUMOR TRAQUEAL,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1175,RESSECÇÃO DE TUMOR TRAQUEAL POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1176,TRAQUEOPLASTIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1177,PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1178,TRAQUEORRAFIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1179,TRAQUEORRAFIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1180,TRAQUEOSTOMIA,,,,AMB,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1181,TRAQUEOSTOMIA COM COLOCAÇÃO DE ÓRTESE OU PRÓTESE TRAQUEAL OU TRAQUEOBRÔNQUICA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1182,TRAQUEOSTOMIA MEDIASTINAL,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1183,TRAQUEOTOMIA OU FECHAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1184,TRATAMENTO CIRÚRGICO DE FÍSTULA TRAQUEOESOFÁGICA ADQUIRIDA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1185,TROCA DE PRÓTESE TRÁQUEO-ESOFÁGICA,,,,,HCO,HSO,REF,,,TRAQUÉIA,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1186,BRONCOPLASTIA E/OU ARTERIOPLASTIA,,,,,HCO,HSO,REF,,,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1187,BRONCOPLASTIA E/OU ARTERIOPLASTIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1188,BRONCOTOMIA E/OU BRONCORRAFIA,,,,,HCO,HSO,REF,,,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1189,BRONCOTOMIA E/OU BRONCORRAFIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1190,COLOCAÇÃO DE MOLDE BRÔNQUICO POR TORACOTOMIA,,,,,HCO,HSO,REF,,,BRÔNQUIOS,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1191,BULECTOMIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1192,BULECTOMIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1193,CIRURGIA REDUTORA DO VOLUME PULMONAR,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1194,CISTO PULMONAR CONGÊNITO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1195,CORREÇÃO DE FÍSTULA BRONCO-PLEURAL,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1196,DRENAGEM TUBULAR ABERTA DE CAVIDADE PULMONAR,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1197,PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
1198,DRENAGEM TUBULAR ABERTA DE CAVIDADE PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1199,EMBOLECTOMIA PULMONAR,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1200,LOBECTOMIA POR MALFORMAÇÃO PULMONAR,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1201,LOBECTOMIA PULMONAR,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1202,LOBECTOMIA PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1203,METASTASECTOMIA PULMONAR,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1204,METASTASECTOMIA PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1205,NODULECTOMIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1206,PNEUMONECTOMIA,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1207,PNEUMONECTOMIA DE TOTALIZAÇÃO,,,,,HCO,HSO,REF,,,PULMÃO,SISTEMA RESPIRATÓRIO E MEDIASTINO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
